FRAME, TEMP, CHAN1, CHAN2, CHAN3, CHAN4, CHAN5, CHAN6, CHAN7, CHAN8, CHAN9, CHAN10, CHAN11, CHAN12, CHAN13, CHAN14, CHAN15, CHAN16, CHAN17, CHAN18, CHAN19, CHAN20, CHAN21, CHAN22, CHAN23, CHAN24, CHAN25, CHAN26, CHAN27, CHAN28, CHAN29, CHAN30, CHAN31, CHAN32
48.000000,39.159046,-0.134420,-1.210377,-1.103250,-0.983810,-0.856832,-0.743497,-0.686021,-0.394999,-0.230098,-0.018196,0.442858,0.369007,0.300795,0.243374,0.216636,0.182319,0.156506,0.120603,0.882851,0.882212,0.884075,0.884219,0.883757,0.881982,0.884568,0.883575,0.882822,0.882915,0.885257,0.884376,0.882162,0.881812
49.000000,39.158741,-0.134785,-1.212174,-1.104825,-0.985402,-0.858027,-0.744878,-0.687159,-0.395770,-0.230192,-0.018412,0.443460,0.369401,0.300978,0.243727,0.216843,0.182393,0.156636,0.120621,0.883634,0.883023,0.884974,0.884963,0.884481,0.882916,0.885397,0.884450,0.883739,0.883783,0.886043,0.885160,0.883030,0.882601
50.000000,39.159595,-0.131940,-1.210899,-1.103456,-0.984516,-0.857155,-0.743361,-0.685946,-0.394895,-0.228411,-0.017370,0.444695,0.370560,0.302155,0.244481,0.218168,0.183678,0.157819,0.122060,0.883970,0.883550,0.885322,0.885401,0.884795,0.883379,0.885876,0.884921,0.884127,0.884323,0.886371,0.885516,0.883416,0.883011
51.000000,39.159027,-0.128783,-1.206174,-1.099268,-0.980900,-0.854194,-0.740327,-0.683075,-0.393533,-0.227078,-0.016800,0.444191,0.370342,0.302092,0.244748,0.218306,0.184017,0.158378,0.122579,0.883027,0.882649,0.884341,0.884365,0.883754,0.882305,0.884802,0.883955,0.883018,0.883296,0.885416,0.884400,0.882452,0.881952
52.000000,39.158142,-0.127080,-1.200746,-1.094432,-0.976501,-0.850276,-0.737283,-0.679981,-0.390808,-0.226194,-0.016149,0.442772,0.369130,0.301129,0.244442,0.217673,0.183632,0.157980,0.122234,0.880806,0.880332,0.882090,0.881994,0.881368,0.879946,0.882293,0.881680,0.880638,0.880993,0.883325,0.882142,0.880225,0.879662
53.000000,39.158691,-0.127139,-1.198933,-1.092754,-0.974837,-0.848707,-0.735898,-0.678835,-0.389383,-0.225581,-0.015641,0.442493,0.368849,0.301023,0.244328,0.217761,0.183652,0.157906,0.122527,0.879798,0.879236,0.880908,0.880825,0.880188,0.878682,0.880952,0.880493,0.879358,0.879759,0.882178,0.880948,0.879033,0.878591
54.000000,39.158913,-0.128546,-1.197541,-1.091231,-0.973220,-0.847042,-0.734222,-0.677402,-0.388899,-0.224246,-0.015248,0.442854,0.369367,0.301661,0.244622,0.218501,0.184113,0.158554,0.123297,0.878530,0.877950,0.879602,0.879429,0.879029,0.877307,0.879801,0.879188,0.878174,0.878341,0.880767,0.879578,0.877809,0.877307
55.000000,39.159710,-0.131226,-1.200453,-1.094113,-0.975755,-0.849480,-0.737126,-0.680026,-0.390887,-0.226867,-0.017120,0.441346,0.367693,0.299906,0.243027,0.216719,0.182279,0.156771,0.121257,0.878240,0.877825,0.879565,0.879422,0.878925,0.877456,0.879903,0.879087,0.878270,0.878252,0.880708,0.879545,0.877834,0.877303
56.000000,39.159546,-0.133544,-1.207824,-1.101329,-0.982190,-0.855791,-0.743039,-0.685830,-0.395019,-0.230581,-0.019787,0.440880,0.366830,0.298786,0.241921,0.215137,0.180714,0.155058,0.119132,0.880924,0.880413,0.882365,0.882219,0.881693,0.880327,0.882602,0.881785,0.881068,0.880996,0.883407,0.882358,0.880425,0.880045
57.000000,39.162212,-0.132247,-1.210722,-1.103847,-0.984734,-0.857970,-0.744648,-0.687214,-0.395624,-0.230704,-0.019480,0.442811,0.368429,0.300226,0.243255,0.216430,0.181963,0.156064,0.120166,0.882891,0.882329,0.884259,0.884174,0.883778,0.882224,0.884594,0.883770,0.883036,0.882887,0.885343,0.884383,0.882346,0.881905
58.000000,39.160404,-0.131717,-1.212008,-1.105005,-0.986008,-0.858772,-0.745436,-0.687804,-0.395570,-0.230673,-0.019470,0.443536,0.368958,0.300708,0.243914,0.216787,0.182347,0.156605,0.120507,0.883489,0.882911,0.884800,0.884782,0.884463,0.882867,0.885267,0.884415,0.883630,0.883510,0.885974,0.885067,0.883047,0.882535
59.000000,39.161659,-0.131445,-1.211849,-1.104550,-0.985636,-0.858247,-0.744459,-0.686825,-0.395350,-0.229157,-0.018167,0.444992,0.370432,0.302245,0.244807,0.218273,0.183591,0.158057,0.121920,0.883635,0.883160,0.884884,0.885070,0.884723,0.883084,0.885444,0.884589,0.883753,0.883871,0.886280,0.885329,0.883416,0.882759
60.000000,39.160744,-0.131808,-1.210505,-1.103365,-0.984385,-0.857205,-0.743498,-0.685777,-0.395023,-0.229128,-0.017457,0.444910,0.370535,0.302427,0.244802,0.218566,0.183667,0.158262,0.122248,0.882798,0.882427,0.884004,0.884355,0.883897,0.882136,0.884470,0.883832,0.882783,0.883197,0.885495,0.884451,0.882521,0.881940
61.000000,39.161263,-0.133863,-1.211363,-1.104444,-0.985048,-0.857787,-0.744454,-0.686762,-0.394820,-0.230197,-0.018251,0.443772,0.369441,0.301366,0.244203,0.217506,0.182642,0.157274,0.121172,0.882394,0.881922,0.883552,0.883980,0.883412,0.881608,0.884059,0.883443,0.882375,0.882779,0.885028,0.883929,0.882120,0.881542
62.000000,39.161617,-0.134047,-1.212423,-1.105304,-0.985825,-0.858594,-0.745090,-0.687395,-0.394161,-0.230299,-0.018611,0.443899,0.369321,0.301323,0.244300,0.217444,0.182622,0.157096,0.120963,0.882619,0.882115,0.883778,0.884256,0.883542,0.881938,0.884384,0.883642,0.882745,0.882965,0.885230,0.884145,0.882401,0.881781
63.000000,39.163132,-0.133761,-1.213800,-1.106395,-0.986874,-0.859572,-0.745614,-0.687952,-0.395168,-0.230415,-0.018618,0.444763,0.370139,0.302083,0.244333,0.218095,0.183118,0.157627,0.121451,0.883121,0.882562,0.884330,0.884852,0.884001,0.882586,0.884946,0.884162,0.883337,0.883511,0.885745,0.884721,0.882824,0.882260
64.000000,39.163315,-0.134130,-1.214388,-1.107015,-0.987422,-0.860060,-0.746312,-0.688664,-0.396559,-0.231101,-0.018791,0.444127,0.369734,0.301505,0.243851,0.217551,0.182664,0.157121,0.120756,0.882893,0.882199,0.884158,0.884659,0.883771,0.882294,0.884669,0.883958,0.883055,0.883314,0.885571,0.884483,0.882585,0.882083
65.000000,39.163033,-0.133222,-1.211908,-1.104740,-0.985277,-0.857990,-0.744685,-0.687163,-0.394820,-0.230324,-0.017855,0.443790,0.369688,0.301222,0.244534,0.217495,0.182944,0.157374,0.120977,0.882106,0.881438,0.883434,0.883883,0.883013,0.881555,0.883807,0.883163,0.882178,0.882525,0.884805,0.883603,0.881824,0.881370
66.000000,39.163456,-0.131633,-1.209622,-1.102636,-0.983526,-0.856253,-0.742775,-0.685256,-0.392444,-0.229400,-0.017113,0.444346,0.370403,0.301787,0.244878,0.218157,0.183706,0.158184,0.122013,0.881954,0.881425,0.883350,0.883648,0.883001,0.881576,0.883778,0.883058,0.882273,0.882394,0.884761,0.883505,0.881757,0.881344
67.000000,39.163368,-0.130735,-1.207971,-1.101237,-0.982367,-0.855267,-0.741748,-0.684369,-0.391608,-0.228799,-0.016783,0.444171,0.370170,0.301679,0.244716,0.218062,0.183673,0.158172,0.122065,0.881608,0.881268,0.883095,0.883261,0.882895,0.881344,0.883608,0.882862,0.882130,0.882183,0.884507,0.883357,0.881534,0.881125
68.000000,39.164055,-0.129404,-1.204653,-1.098096,-0.979612,-0.852670,-0.739264,-0.682146,-0.390943,-0.227391,-0.015710,0.444465,0.370367,0.302268,0.245114,0.218798,0.184351,0.158996,0.123121,0.880591,0.880278,0.882111,0.882345,0.881960,0.880393,0.882576,0.881994,0.881020,0.881236,0.883465,0.882344,0.880444,0.880072
69.000000,39.166470,-0.128919,-1.201002,-1.094910,-0.976667,-0.850164,-0.737105,-0.680002,-0.390116,-0.226643,-0.016065,0.443492,0.369466,0.301785,0.244466,0.218454,0.184021,0.158689,0.123092,0.879030,0.878615,0.880504,0.880780,0.880250,0.878809,0.880843,0.880408,0.879416,0.879540,0.881846,0.880608,0.878742,0.878425
70.000000,39.166283,-0.130860,-1.202761,-1.096617,-0.978233,-0.851706,-0.738816,-0.681599,-0.391506,-0.227450,-0.017280,0.442508,0.368411,0.300672,0.243769,0.217166,0.182962,0.157407,0.121636,0.879235,0.878754,0.880689,0.880833,0.880350,0.878888,0.880991,0.880495,0.879535,0.879497,0.882023,0.880656,0.878815,0.878608
71.000000,39.165054,-0.132144,-1.205377,-1.098837,-0.980060,-0.853180,-0.739954,-0.682716,-0.392344,-0.227835,-0.016695,0.443744,0.369640,0.301785,0.244340,0.217950,0.183629,0.158096,0.122303,0.880320,0.879805,0.881716,0.881873,0.881389,0.879869,0.882038,0.881519,0.880433,0.880489,0.883161,0.881674,0.879806,0.879707
72.000000,39.167385,-0.131645,-1.203877,-1.097448,-0.978516,-0.851801,-0.738887,-0.681400,-0.391296,-0.226889,-0.016172,0.444015,0.369971,0.302059,0.244896,0.218271,0.184012,0.158559,0.122736,0.879897,0.879430,0.881329,0.881559,0.881061,0.879393,0.881653,0.881018,0.880052,0.880166,0.882773,0.881395,0.879516,0.879286
73.000000,39.167339,-0.131547,-1.202371,-1.096149,-0.977410,-0.851008,-0.738260,-0.680737,-0.391264,-0.226866,-0.016440,0.442970,0.368912,0.300921,0.244282,0.217429,0.183414,0.157750,0.122026,0.878850,0.878479,0.880315,0.880545,0.879898,0.878265,0.880571,0.879900,0.879107,0.879117,0.881594,0.880396,0.878587,0.878130
