FRAME, TEMP, CHAN1, CHAN2, CHAN3, CHAN4, CHAN5, CHAN6, CHAN7, CHAN8, CHAN9, CHAN10, CHAN11, CHAN12, CHAN13, CHAN14, CHAN15, CHAN16, CHAN17, CHAN18, CHAN19, CHAN20, CHAN21, CHAN22, CHAN23, CHAN24, CHAN25, CHAN26, CHAN27, CHAN28, CHAN29, CHAN30, CHAN31, CHAN32
56.000000,39.419823,-1.024089,-1.692957,-1.561363,-1.279969,-0.932362,-0.742878,-0.544623,-0.364355,-0.139126,-0.106028,0.547766,0.483901,0.405976,0.317022,0.270882,0.208469,0.152789,0.079208,0.889739,0.889685,0.890871,0.891036,0.890509,0.888986,0.891175,0.890769,0.889553,0.889782,0.892021,0.891702,0.889455,0.888935
57.000000,39.418518,-1.028490,-1.696598,-1.565671,-1.274221,-0.934058,-0.743689,-0.545484,-0.365005,-0.140598,-0.103641,0.547406,0.483783,0.405804,0.316904,0.270401,0.207783,0.152347,0.079104,0.889856,0.889893,0.891065,0.891330,0.890707,0.889113,0.891181,0.890909,0.889668,0.889906,0.892159,0.891844,0.889647,0.889162
58.000000,39.418739,-1.028738,-1.698393,-1.567095,-1.281931,-0.936247,-0.746391,-0.547980,-0.367715,-0.143962,-0.100677,0.546878,0.482861,0.404509,0.316259,0.269122,0.206678,0.151148,0.078243,0.890433,0.890474,0.891607,0.891891,0.891351,0.889688,0.891760,0.891462,0.890281,0.890514,0.892873,0.892391,0.890238,0.889678
59.000000,39.419609,-1.027728,-1.700334,-1.567514,-1.291226,-0.937988,-0.748397,-0.549712,-0.368914,-0.143941,-0.097731,0.548732,0.484229,0.405626,0.317199,0.270200,0.207943,0.152410,0.079585,0.891680,0.891514,0.892944,0.892983,0.892517,0.890913,0.892996,0.892571,0.891362,0.891717,0.894006,0.893627,0.891366,0.890759
60.000000,39.419388,-1.029021,-1.701443,-1.569165,-1.285532,-0.938915,-0.749259,-0.551854,-0.372035,-0.144287,-0.097189,0.549533,0.485145,0.406496,0.317840,0.271052,0.208950,0.153634,0.081243,0.891530,0.891311,0.892870,0.892610,0.892358,0.890712,0.892814,0.892307,0.890992,0.891496,0.893745,0.893320,0.891204,0.890494
61.000000,39.420086,-1.031849,-1.704228,-1.572610,-1.284784,-0.940729,-0.750551,-0.553010,-0.372791,-0.143477,-0.098028,0.549048,0.484667,0.405974,0.316940,0.270251,0.207833,0.152443,0.079915,0.892020,0.892027,0.893324,0.893082,0.892821,0.891262,0.893299,0.893004,0.891538,0.892134,0.894355,0.893791,0.891847,0.891134
62.000000,39.420177,-1.033440,-1.706937,-1.573968,-1.285945,-0.941245,-0.750285,-0.552034,-0.371421,-0.144326,-0.099136,0.549915,0.485397,0.406628,0.317766,0.270670,0.208002,0.152398,0.079210,0.892836,0.892757,0.894136,0.893894,0.893549,0.892109,0.894181,0.894011,0.892454,0.893112,0.895280,0.894690,0.892691,0.892181
63.000000,39.420219,-1.032191,-1.705172,-1.571628,-1.282409,-0.939730,-0.748533,-0.550976,-0.371131,-0.144808,-0.098216,0.550850,0.486403,0.407656,0.318819,0.272093,0.209656,0.153681,0.080749,0.891946,0.891707,0.893207,0.892999,0.892629,0.891196,0.893298,0.893061,0.891475,0.892272,0.894352,0.893855,0.891697,0.891307
64.000000,39.420189,-1.028525,-1.701124,-1.567992,-1.285244,-0.937956,-0.747035,-0.549821,-0.370315,-0.145046,-0.098445,0.549724,0.485518,0.406949,0.317957,0.271527,0.209066,0.153287,0.080726,0.890786,0.890630,0.892060,0.891922,0.891595,0.890054,0.892247,0.891955,0.890436,0.891165,0.893278,0.892812,0.890608,0.890216
65.000000,39.420326,-1.028869,-1.700387,-1.568217,-1.281028,-0.937205,-0.746393,-0.548803,-0.368449,-0.144189,-0.097260,0.548826,0.484805,0.406374,0.317364,0.270846,0.208287,0.152703,0.080432,0.890486,0.890420,0.891769,0.891677,0.891317,0.889727,0.891899,0.891540,0.890261,0.890777,0.892962,0.892325,0.890257,0.889861
66.000000,39.420128,-1.029830,-1.700031,-1.568892,-1.277828,-0.936751,-0.746657,-0.548530,-0.367821,-0.141503,-0.095767,0.548770,0.484505,0.406192,0.317360,0.270694,0.208170,0.152266,0.079832,0.890509,0.890413,0.891752,0.891739,0.891364,0.889716,0.891946,0.891474,0.890355,0.890767,0.893010,0.892236,0.890330,0.889886
67.000000,39.421547,-1.028438,-1.698828,-1.567322,-1.281410,-0.936464,-0.746661,-0.548080,-0.367505,-0.139872,-0.098323,0.548411,0.484059,0.405882,0.317476,0.270519,0.208072,0.152186,0.079173,0.890254,0.890151,0.891539,0.891352,0.891057,0.889493,0.891702,0.891244,0.890057,0.890556,0.892780,0.892120,0.890172,0.889647
68.000000,39.421249,-1.027012,-1.697552,-1.565244,-1.280741,-0.935716,-0.745510,-0.547305,-0.366369,-0.138241,-0.098200,0.548912,0.484708,0.406620,0.317939,0.271406,0.209177,0.153456,0.080762,0.890012,0.889877,0.891296,0.890876,0.890613,0.889212,0.891310,0.890971,0.889692,0.890293,0.892407,0.891861,0.889917,0.889199
69.000000,39.422089,-1.024304,-1.693102,-1.561618,-1.273830,-0.932392,-0.742647,-0.546238,-0.366524,-0.139321,-0.099444,0.549124,0.484850,0.406918,0.318120,0.271813,0.209691,0.154078,0.081548,0.889580,0.889356,0.890681,0.890417,0.890173,0.888771,0.890729,0.890483,0.889273,0.889694,0.891917,0.891270,0.889411,0.888597
70.000000,39.420975,-1.025905,-1.692554,-1.563066,-1.267563,-0.932759,-0.743583,-0.548158,-0.368848,-0.141849,-0.099576,0.547437,0.483222,0.405415,0.316561,0.270410,0.208014,0.152786,0.080399,0.888774,0.888626,0.889884,0.889690,0.889457,0.887961,0.889911,0.889633,0.888582,0.888781,0.891255,0.890508,0.888563,0.887793
71.000000,39.422173,-1.030874,-1.700945,-1.570789,-1.280372,-0.939179,-0.749027,-0.550809,-0.368598,-0.143118,-0.099326,0.546449,0.482001,0.403893,0.315206,0.268437,0.205701,0.150771,0.078180,0.890467,0.890476,0.891694,0.891507,0.891317,0.889666,0.891748,0.891382,0.890339,0.890487,0.893105,0.892315,0.890368,0.889574
72.000000,39.422684,-1.030878,-1.705912,-1.573629,-1.295541,-0.941597,-0.749695,-0.547414,-0.361792,-0.143397,-0.098530,0.548163,0.483353,0.404708,0.316565,0.268725,0.206088,0.150837,0.077663,0.893401,0.893442,0.894724,0.894598,0.894503,0.892812,0.894875,0.894429,0.893412,0.893570,0.896091,0.895453,0.893329,0.892682
73.000000,39.422318,-1.028650,-1.704182,-1.570212,-1.298239,-0.939591,-0.748251,-0.546477,-0.361287,-0.139843,-0.094709,0.550484,0.485556,0.406918,0.318125,0.271017,0.208753,0.152924,0.080233,0.893617,0.893651,0.895048,0.894887,0.894788,0.893097,0.895199,0.894735,0.893689,0.893944,0.896342,0.895768,0.893572,0.892969
74.000000,39.422104,-1.029113,-1.703812,-1.570153,-1.292480,-0.939461,-0.749228,-0.550712,-0.368866,-0.140659,-0.091970,0.550854,0.486231,0.407886,0.318220,0.271956,0.209741,0.154134,0.082319,0.892672,0.892884,0.894141,0.894049,0.893864,0.892175,0.894457,0.893998,0.892770,0.893108,0.895540,0.894871,0.892856,0.892161
